,Unnamed: 0,host_since,host_response_rate,host_is_superhost,host_total_listings_count,host_identity_verified,longitude,room_type,bathrooms,bedrooms,price,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,availability_30,availability_90,calendar_last_scraped,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
0,0,2011-07-06,100%,t,2,t,18.06087,Private room,1.0,1.0,$944.00,120,2,120,27,87,2024-12-30,30,2011-07-30,4.86,4.79,4.97,4.76,f,0,0
1,1,2011-02-27,100%,f,4,t,18.03693,Private room,1.0,1.0,$414.00,20,2,20,25,85,2024-12-30,1,2011-09-29,4.68,4.63,4.88,4.7,f,1,0
2,2,2011-10-05,100%,f,1,t,18.05131,Entire home/apt,1.0,1.0,"$1,320.00",60,1,60,28,88,2024-12-30,0,2011-11-28,4.79,4.71,4.95,4.64,f,1,0
3,3,2011-07-06,100%,t,2,t,18.06076,Private room,1.0,1.0,$814.00,300,2,300,30,90,2024-12-30,24,2012-02-13,4.9,4.84,4.98,4.84,f,0,0
4,4,2011-11-22,100%,f,3,t,18.10771,Entire home/apt,2.0,3.0,"$2,750.00",30,6,30,2,2,2024-12-30,0,2012-07-19,5.0,5.0,4.75,5.0,f,2,0
5,5,2011-12-28,100%,t,1,t,18.07042,Entire home/apt,1.0,0.0,"$1,190.00",30,2,1125,0,0,2024-12-30,41,2013-06-16,4.66,4.38,4.95,4.58,f,1,0
6,6,2011-10-22,100%,f,20,t,17.99521,Entire home/apt,,1.0,,1125,3,1125,17,35,2024-12-30,10,2012-02-21,4.47,4.4,4.71,4.42,t,1,0
7,7,2012-01-01,67%,f,2,t,17.99165,Private room,1.0,1.0,$750.00,1125,1,1125,30,90,2024-12-30,5,2012-07-09,4.63,4.7,4.59,4.59,f,1,0
8,8,2012-01-02,100%,f,3,t,18.06056,Entire home/apt,1.5,3.0,"$4,300.00",60,5,60,27,82,2024-12-30,5,2012-06-18,4.97,4.8,4.98,4.87,f,1,0
9,9,2011-12-25,,f,4,t,18.0493,Entire home/apt,1.0,1.0,$900.00,180,80,180,27,87,2024-12-30,0,2012-06-04,4.9,4.8,4.94,4.73,f,1,0
10,10,2012-01-29,,f,1,t,18.09072,Entire home/apt,1.0,1.0,"$1,400.00",14,3,14,5,5,2024-12-30,5,2012-02-12,4.88,4.69,4.88,4.8,f,1,0
11,11,2011-06-26,100%,f,3,t,18.17775,Entire home/apt,1.0,1.0,$360.00,1125,1,1125,27,87,2024-12-30,6,2012-05-08,4.19,4.17,4.63,4.0,f,1,0
12,12,2012-03-15,,f,1,f,18.09676,Entire home/apt,,4.0,,45,8,45,0,0,2024-12-30,1,2015-07-06,4.22,3.78,4.75,4.25,f,1,0
13,13,2011-08-03,100%,t,23,t,18.02277,Private room,2.0,1.0,$350.00,150,1,150,30,90,2024-12-30,11,2012-06-01,4.75,4.86,4.95,4.66,f,1,1
14,14,2012-04-23,100%,f,1,t,18.02404045094815,Private room,,,,25,3,25,0,0,2024-12-30,0,2012-05-10,4.64,4.58,4.85,4.5,f,0,0
15,15,2012-04-28,,f,3,t,18.05527,Entire home/apt,1.0,3.0,"$2,200.00",14,3,14,23,83,2024-12-30,0,2012-11-01,4.65,4.4,4.96,4.48,f,1,0
16,16,2012-05-12,,f,1,t,18.08274,Private room,1.0,1.0,$523.00,7,3,7,0,0,2024-12-30,0,2012-05-20,4.54,4.63,4.8,4.41,f,0,0
17,17,2012-02-15,,f,2,t,17.99189,Entire home/apt,2.0,2.0,"$1,399.00",180,4,180,9,69,2024-12-30,2,2013-05-13,4.7,4.59,4.9,4.61,f,1,0
18,18,2012-06-13,,f,8,f,18.08957,Private room,,,,90,10,90,0,0,2024-12-30,0,2012-06-20,4.78,4.73,4.9,4.7,f,0,0
19,19,2012-06-16,0%,f,1,t,18.1181517,Entire home/apt,2.5,3.0,"$2,700.00",365,6,365,3,60,2024-12-30,2,2023-07-28,5.0,5.0,5.0,4.75,f,1,0
20,20,2012-06-25,100%,f,1,t,18.03712,Entire home/apt,1.5,0.0,"$1,000.00",50,5,50,8,8,2024-12-30,2,2015-05-14,4.63,4.47,4.74,4.47,f,1,0
21,21,2012-06-26,80%,t,8,t,17.97669,Entire home/apt,1.0,2.0,"$1,760.00",1125,21,1125,0,7,2024-12-30,0,2012-07-28,4.62,4.36,4.79,4.21,f,3,0
22,22,2012-06-29,,f,1,t,18.00519,Entire home/apt,2.0,3.0,"$4,245.00",20,4,20,0,2,2024-12-30,4,2013-08-06,4.79,4.92,4.88,4.69,f,1,0
23,23,2012-06-26,80%,t,8,t,18.02983,Entire home/apt,1.0,1.0,$981.00,1125,1,1125,28,82,2024-12-30,8,2015-10-10,4.68,4.45,4.89,4.52,f,3,0
24,24,2012-07-07,100%,t,1,t,18.0919,Private room,1.0,1.0,$470.00,30,1,1125,19,22,2024-12-30,52,2012-07-15,4.92,4.98,4.93,4.85,t,0,0
25,25,2012-03-02,100%,f,1,t,18.11225,Entire home/apt,1.0,2.0,$552.00,1125,14,1125,0,0,2024-12-30,2,2012-12-09,5.0,4.92,5.0,4.92,f,1,0
26,26,2012-05-17,100%,f,1,t,18.08102,Entire home/apt,,1.0,,2,2,2,0,0,2024-12-30,2,2012-11-19,4.83,4.9,4.88,4.75,f,1,0
27,27,2012-10-21,100%,f,1,f,18.0755,Entire home/apt,1.0,2.0,"$1,250.00",270,75,270,5,5,2024-12-30,0,2013-08-19,4.78,4.67,5.0,4.61,f,1,0
28,28,2012-10-26,100%,f,1,t,18.03559,Entire home/apt,2.0,1.0,"$1,549.00",1125,2,1125,18,74,2024-12-30,40,2015-12-01,4.77,4.42,4.96,4.77,f,1,0
29,29,2012-09-12,100%,t,2,t,18.05216,Entire home/apt,1.0,3.0,"$1,850.00",14,3,14,0,0,2024-12-30,2,2013-04-02,4.94,4.94,4.94,4.75,f,1,0
30,30,2012-11-08,,t,1,f,18.0698,Entire home/apt,,1.0,,60,1,60,0,0,2024-12-30,10,2013-02-12,4.91,4.94,5.0,4.85,f,1,0
31,31,2012-10-24,100%,f,1,t,18.05081,Entire home/apt,1.0,1.0,"$1,800.00",15,5,15,0,0,2024-12-30,0,2013-02-26,5.0,5.0,5.0,5.0,f,1,0
32,32,2012-11-13,100%,f,1,t,17.99469,Entire home/apt,1.0,3.0,"$1,700.00",1125,5,1125,0,0,2024-12-30,6,2013-07-16,4.96,5.0,4.93,4.86,f,1,0
33,33,2012-10-25,,f,1,t,18.06163,Entire home/apt,1.5,1.0,"$2,200.00",14,1,14,0,0,2024-12-30,5,2013-09-02,4.87,4.65,4.98,4.7,f,1,0
34,34,2012-08-07,75%,f,2,t,18.08483,Entire home/apt,1.0,1.0,"$2,500.00",200,5,200,30,90,2024-12-30,8,2013-04-29,4.8,4.78,4.88,4.67,f,1,0
35,35,2012-12-04,100%,f,4,t,17.98505,Entire home/apt,1.5,2.0,"$1,843.00",30,3,30,0,9,2024-12-30,3,2013-03-26,4.84,4.84,4.98,4.68,f,1,0
36,36,2012-12-11,100%,t,5,t,18.05542,Entire home/apt,1.0,1.0,"$2,626.00",7,1,7,25,63,2024-12-30,11,2016-03-13,4.64,4.65,4.79,4.69,t,3,0
37,37,2012-12-12,100%,t,1,t,18.03002,Private room,1.5,1.0,$890.00,5,4,1125,28,66,2024-12-30,11,2013-06-17,4.91,4.88,4.93,4.81,f,0,0
38,38,2012-11-17,100%,t,8,t,17.92813,Private room,1.0,1.0,$220.00,180,1,1125,30,90,2024-12-30,19,2014-08-01,4.69,4.37,4.85,4.61,f,0,0
39,39,2012-01-28,,f,1,t,18.05544,Entire home/apt,1.0,2.0,"$1,300.00",365,6,365,29,89,2024-12-30,0,2013-02-08,4.33,4.0,4.67,4.67,f,1,0
40,40,2012-12-26,100%,t,3,t,18.08536,Private room,1.5,1.0,$740.00,21,3,21,25,28,2024-12-30,11,2013-05-07,4.8,4.98,4.94,4.75,f,0,0
41,41,2011-07-05,100%,f,1,t,18.080265,Entire home/apt,1.0,1.0,"$1,320.00",20,5,20,23,83,2024-12-30,1,2013-02-06,4.83,4.65,4.94,4.69,f,1,0
42,42,2011-12-31,,f,1,t,17.99012,Entire home/apt,,1.0,,1125,3,1125,0,0,2024-12-30,0,2013-02-11,4.91,4.93,5.0,4.8,f,1,0
43,43,2013-01-24,100%,f,1,f,18.0953,Private room,1.0,1.0,$873.00,30,1,30,23,80,2024-12-30,1,2016-05-15,5.0,4.79,4.94,4.85,f,0,0
44,44,2013-01-31,100%,f,2,t,17.89568,Entire home/apt,1.0,1.0,$790.00,365,3,1125,0,29,2024-12-30,10,2013-03-25,4.47,4.63,4.81,4.56,f,2,0
45,45,2013-01-11,,f,1,t,18.07724,Private room,2.5,1.0,"$3,000.00",1095,14,1095,30,90,2024-12-30,0,2013-11-09,5.0,5.0,5.0,4.0,f,0,0
46,46,2012-11-04,100%,t,1,t,18.03108,Entire home/apt,1.0,1.0,"$1,250.00",1125,3,1125,0,10,2024-12-30,35,2013-04-26,4.93,4.98,4.99,4.85,f,1,0
47,47,2013-04-04,60%,f,1,t,18.08865,Entire home/apt,1.0,1.0,$800.00,30,4,30,0,51,2024-12-30,6,2013-05-13,4.77,4.64,4.89,4.73,f,1,0
48,48,2013-04-07,100%,t,3,t,17.958,Entire home/apt,1.0,2.0,$921.00,120,2,1125,29,89,2024-12-30,29,2015-02-08,4.83,4.86,4.98,4.72,f,1,0
49,49,2013-04-21,50%,f,1,t,18.0866,Entire home/apt,1.0,1.0,"$1,000.00",30,4,30,0,0,2024-12-30,9,2013-05-07,4.86,4.88,4.79,4.88,f,1,0
50,50,2013-04-28,,f,1,t,18.03252,Entire home/apt,1.0,2.0,"$2,300.00",55,5,55,5,5,2024-12-30,4,2017-09-06,4.94,4.65,4.94,4.88,f,1,0
51,51,2013-05-01,100%,f,1,t,18.0365,Entire home/apt,1.5,1.0,"$1,800.00",20,4,20,23,83,2024-12-30,1,2013-06-13,4.85,4.91,4.97,4.68,f,1,0
52,52,2013-05-10,100%,t,1,t,18.08507,Entire home/apt,1.5,3.0,"$3,300.00",1125,6,1125,25,85,2024-12-30,12,2013-06-17,4.87,4.66,4.97,4.71,f,1,0
53,53,2012-03-31,100%,t,1,t,17.95069,Entire home/apt,1.5,4.0,"$3,683.00",1125,3,1125,25,85,2024-12-30,9,2014-04-22,4.97,4.94,4.97,4.89,f,1,0
54,54,2013-05-14,,f,2,t,18.05753,Entire home/apt,1.5,1.0,$850.00,30,6,30,17,30,2024-12-30,1,2013-10-25,4.78,4.82,4.78,4.67,f,1,0
55,55,2013-01-09,,f,1,f,18.12983,Private room,,,,3,1,3,0,0,2024-12-30,0,2013-06-15,4.81,5.0,4.89,4.75,f,0,0
56,56,2013-05-15,100%,f,3,t,18.04978,Entire home/apt,2.0,4.0,"$1,800.00",1125,3,1125,26,86,2024-12-30,5,2013-07-28,5.0,4.69,4.92,4.85,f,1,0
57,57,2013-05-15,100%,t,2,t,18.05648,Private room,,1.0,,1125,3,1125,18,52,2024-12-30,34,2013-06-03,4.9,4.91,4.96,4.81,f,0,0
58,58,2013-04-07,,f,3,t,18.10292,Private room,,,,7,3,7,0,0,2024-12-30,0,2022-06-13,5.0,5.0,5.0,5.0,f,0,0
59,59,2013-05-16,25%,f,3,t,18.02843,Entire home/apt,2.0,3.0,"$1,572.00",64,28,64,28,88,2024-12-30,0,2013-07-26,4.83,4.83,5.0,4.83,f,1,0
60,60,2013-06-02,,f,1,t,18.05401,Entire home/apt,,2.0,,14,3,14,0,0,2024-12-30,0,2017-12-27,4.89,4.94,4.94,4.83,f,1,0
61,61,2013-05-06,100%,f,1,t,18.06047,Entire home/apt,2.0,3.0,"$3,786.00",60,3,1125,30,86,2024-12-30,10,2014-03-12,4.75,4.48,4.96,4.59,f,1,0
62,62,2013-06-09,0%,f,2,f,18.06906,Entire home/apt,1.0,1.0,$700.00,365,90,365,30,90,2024-12-30,0,2013-08-18,4.76,4.19,4.85,4.68,t,1,0
63,63,2013-06-10,100%,t,2,t,18.06322,Entire home/apt,1.0,1.0,"$1,500.00",82,10,82,0,0,2024-12-30,6,2013-07-14,4.92,4.9,4.97,4.9,f,1,0
64,64,2013-06-10,,f,1,t,17.98983,Entire home/apt,1.0,2.0,"$2,200.00",40,5,40,30,90,2024-12-30,3,2013-08-23,4.82,4.91,4.91,4.62,f,1,0
65,65,2013-06-11,,f,1,f,17.98479,Private room,,1.0,,31,7,31,0,0,2024-12-30,0,,,,,,f,0,0
66,66,2013-06-12,100%,f,1,t,18.06306,Entire home/apt,2.0,2.0,"$2,200.00",90,14,90,10,21,2024-12-30,0,2015-08-02,4.83,4.83,5.0,4.83,f,1,0
67,67,2013-05-09,,f,2,t,18.0301,Entire home/apt,,3.0,,15,5,15,0,0,2024-12-30,2,2019-08-11,5.0,5.0,5.0,5.0,f,1,0
68,68,2013-06-15,,f,3,t,18.05903,Private room,1.0,1.0,$900.00,50,3,50,0,0,2024-12-30,0,2013-11-03,4.95,4.98,4.97,4.84,f,0,0
69,69,2013-01-13,100%,f,2,t,18.07834,Private room,1.0,1.0,$975.00,20,2,20,29,89,2024-12-30,0,2013-08-16,4.77,4.74,4.9,4.61,f,0,0
70,70,2013-06-25,83%,f,1,t,17.96837,Entire home/apt,2.0,4.0,"$2,294.00",365,3,365,28,88,2024-12-30,0,2013-07-13,4.64,4.36,4.92,4.54,f,1,0
71,71,2013-06-29,33%,f,2,t,18.05996,Entire home/apt,2.0,3.0,"$2,210.00",1125,6,1125,25,85,2024-12-30,0,2013-07-25,5.0,5.0,5.0,4.5,f,1,0
72,72,2013-04-10,100%,t,3,t,18.06563,Private room,,,,1125,1,1125,0,0,2024-12-30,0,2013-08-26,4.92,4.81,4.95,4.89,f,1,0
73,73,2013-07-11,100%,t,2,t,18.09225,Private room,1.0,1.0,$450.00,10,2,10,0,57,2024-12-30,3,2013-08-13,4.77,4.74,4.91,4.74,f,1,0
74,74,2013-07-22,,f,2,t,18.02933,Private room,1.0,1.0,$700.00,1125,2,1125,28,88,2024-12-30,3,2015-08-07,4.98,4.96,5.0,4.9,f,1,0
75,75,2012-12-09,100%,t,2,t,18.11973,Entire home/apt,1.0,3.0,"$3,300.00",100,3,1125,3,11,2024-12-30,7,2013-11-19,4.94,4.67,5.0,4.82,f,1,0
76,76,2013-08-05,78%,f,3,t,18.13086,Private room,1.0,2.0,$350.00,120,4,120,30,90,2024-12-30,4,2013-08-22,4.79,4.67,4.9,4.77,f,1,0
77,77,2013-08-07,100%,f,5,t,18.13432,Private room,,,,1125,2,1125,0,5,2024-12-30,0,2014-04-21,4.82,4.95,4.93,4.76,f,0,0
78,78,2013-08-11,,f,1,f,18.02515,Private room,,1.0,,1125,1,1125,0,0,2024-12-30,0,,,,,,f,0,0
79,79,2013-08-13,,f,3,t,17.8875,Entire home/apt,2.0,3.0,"$1,499.00",17,6,1125,30,90,2024-12-30,1,2016-08-08,4.71,4.31,4.93,4.71,f,1,0
80,80,2013-08-18,,f,3,t,17.98018,Entire home/apt,1.0,1.0,"$1,500.00",10,6,10,27,87,2024-12-30,0,,,,,,f,1,0
81,81,2013-08-20,,f,1,t,18.09112,Entire home/apt,,2.0,,1125,4,1125,0,0,2024-12-30,0,2014-06-02,4.88,5.0,5.0,4.88,t,1,0
82,82,2013-08-25,50%,f,4,t,17.97684,Private room,1.5,1.0,$229.00,1125,30,1125,29,89,2024-12-30,3,2014-12-13,4.65,3.75,4.94,4.44,f,0,0
83,83,2012-02-13,,f,3,t,18.07657,Entire home/apt,,4.0,,21,5,21,0,0,2024-12-30,3,2015-08-09,4.96,4.92,5.0,4.88,f,1,0
84,84,2013-07-03,100%,f,2,t,18.07014,Entire home/apt,1.0,1.0,"$1,686.00",1125,3,1125,27,30,2024-12-30,42,2015-09-29,4.58,4.61,4.85,4.53,t,1,0
85,85,2013-09-03,,f,6,t,18.0584,Entire home/apt,,1.0,,3,3,3,30,90,2024-12-30,0,2016-06-06,5.0,5.0,5.0,5.0,f,1,0
86,86,2013-02-28,0%,f,3,t,18.07324,Entire home/apt,1.0,3.0,"$3,400.00",7,3,7,28,88,2024-12-30,0,2014-06-10,4.97,4.91,4.97,4.66,f,1,0
87,87,2013-09-07,100%,t,1,t,18.07507,Entire home/apt,1.0,1.0,"$1,690.00",1125,3,1125,0,0,2024-12-30,61,2014-10-06,4.79,4.81,4.92,4.77,f,1,0
88,88,2013-09-09,100%,f,4,t,18.08324,Entire home/apt,1.0,1.0,"$1,543.00",40,3,40,24,27,2024-12-30,77,2014-11-03,4.94,4.94,4.9,4.89,f,1,0
89,89,2013-05-06,100%,f,1,t,18.01309,Private room,,,,1125,2,1125,1,1,2024-12-30,0,2013-12-19,4.85,4.98,4.88,4.64,f,0,0
90,90,2013-09-21,100%,f,3,t,18.06978,Entire home/apt,2.0,3.0,"$4,000.00",4,3,4,0,0,2024-12-30,2,2015-08-09,5.0,5.0,5.0,5.0,f,1,0
91,91,2013-10-03,100%,t,1,t,18.06506834512685,Private room,1.0,1.0,$950.00,30,3,1125,24,75,2024-12-30,42,2015-07-03,4.88,4.64,4.96,4.81,t,0,0
92,92,2013-11-07,,f,1,t,18.08412,Entire home/apt,1.0,1.0,"$1,100.00",1125,2,1125,0,0,2024-12-30,0,2015-05-10,4.87,4.82,4.95,4.82,f,1,0
93,93,2011-04-17,,f,2,t,17.971,Entire home/apt,2.0,4.0,"$8,000.00",60,7,60,23,83,2024-12-30,0,2014-07-19,5.0,5.0,4.89,5.0,f,1,0
94,94,2013-11-20,100%,t,1,t,18.0275256,Entire home/apt,1.0,1.0,$799.00,1125,2,1125,27,84,2024-12-30,25,2023-08-24,4.85,4.71,4.85,4.85,f,1,0
95,95,2013-11-22,,f,3,t,17.93298,Entire home/apt,,4.0,,1125,3,1125,0,0,2024-12-30,0,2014-01-06,5.0,4.0,5.0,4.5,f,1,0
96,96,2013-05-11,100%,t,2,t,17.92663,Private room,1.5,1.0,$590.00,1125,2,1125,30,90,2024-12-30,10,2014-02-08,4.86,4.85,4.9,4.77,f,0,0
97,97,2013-05-11,100%,t,2,t,17.92649,Private room,1.5,1.0,$690.00,365,2,365,30,90,2024-12-30,3,2014-02-21,4.76,4.79,4.91,4.75,f,0,0
98,98,2013-09-24,,f,1,t,18.04005,Entire home/apt,,4.0,,90,4,90,0,0,2024-12-30,0,2014-06-11,4.84,4.62,4.9,4.67,f,1,0
99,99,2013-12-20,,f,1,t,18.13,Entire home/apt,,2.0,,29,9,29,0,0,2024-12-30,0,2018-07-15,5.0,5.0,5.0,5.0,f,1,0
100,100,2013-12-23,78%,f,1,t,17.978867813944817,Entire home/apt,1.0,1.0,"$1,050.00",365,1,365,26,86,2024-12-30,3,2024-07-16,5.0,5.0,5.0,5.0,f,1,0
101,101,2013-11-27,100%,f,6,t,18.06881,Entire home/apt,1.5,2.0,$850.00,100,90,100,0,56,2024-12-30,0,2014-03-18,4.84,4.96,4.97,4.8,f,1,0
102,102,2011-07-06,,f,2,t,18.0631,Entire home/apt,,2.0,,1125,6,1125,0,0,2024-12-30,2,2016-11-05,4.89,4.89,5.0,4.56,f,1,0
103,103,2012-12-20,100%,t,2,t,18.06399,Entire home/apt,2.5,6.0,"$3,500.00",1125,2,1125,25,75,2024-12-30,19,2014-07-16,4.79,4.77,4.88,4.72,f,2,0
104,104,2012-08-31,100%,f,5,t,18.06119,Private room,1.0,1.0,$350.00,1125,7,1125,16,16,2024-12-30,8,2014-02-07,4.58,4.57,4.8,4.51,f,0,0
105,105,2014-01-10,100%,t,2,t,18.06236,Entire home/apt,1.0,3.0,"$3,950.00",1125,2,1125,6,29,2024-12-30,17,2014-02-17,4.88,4.58,4.94,4.76,f,1,0
106,106,2013-11-20,,f,1,t,18.06245,Entire home/apt,,2.0,,1125,7,1125,0,0,2024-12-30,1,2014-04-30,5.0,5.0,5.0,5.0,t,1,0
107,107,2013-06-10,,f,2,f,17.93944,Entire home/apt,,3.0,,1125,2,1125,0,0,2024-12-30,0,2014-04-23,4.25,4.0,4.5,4.5,f,1,0
108,108,2014-02-24,100%,f,2,t,18.05438,Entire home/apt,1.0,1.0,"$1,193.00",730,4,1125,19,61,2024-12-30,39,2015-11-15,4.94,4.87,4.95,4.84,f,1,0
109,109,2014-02-26,100%,f,6,f,18.0272,Entire home/apt,1.0,1.0,$990.00,100,7,100,30,90,2024-12-30,0,2015-05-01,4.43,4.0,4.86,4.29,f,1,0
110,110,2014-02-18,,f,1,t,18.05353,Entire home/apt,2.0,3.0,"$4,000.00",50,6,50,3,3,2024-12-30,3,2014-07-25,5.0,4.93,5.0,5.0,f,1,0
111,111,2011-11-02,,f,1,t,18.064674377441406,Entire home/apt,,4.0,,1125,1,1125,0,0,2024-12-30,0,,,,,,f,1,0
112,112,2014-03-05,,f,2,t,17.99644,Entire home/apt,,1.0,,1125,3,1125,0,0,2024-12-30,0,2014-06-04,4.86,4.94,4.61,4.78,f,1,0
113,113,2013-06-15,100%,f,3,t,17.98046,Entire home/apt,1.0,1.0,$700.00,90,14,90,12,43,2024-12-30,0,2014-05-04,4.8,4.41,4.93,4.6,f,1,0
114,114,2013-06-16,100%,t,2,t,18.06096,Entire home/apt,1.5,3.0,"$2,500.00",1125,5,1125,0,0,2024-12-30,13,2014-04-20,4.99,4.96,4.95,4.82,f,1,0
115,115,2011-08-03,100%,t,23,t,18.02296,Entire home/apt,2.0,3.0,"$1,900.00",1125,1,1125,25,25,2024-12-30,0,2015-07-05,4.0,3.0,4.0,4.0,f,1,1
116,116,2012-04-23,,f,1,f,17.9891,Private room,1.5,1.0,$459.00,240,30,240,11,71,2024-12-30,1,2015-09-19,4.67,4.6,4.73,4.53,f,0,0
117,117,2014-03-23,40%,f,1,t,18.00785,Entire home/apt,1.5,2.0,"$1,850.00",30,2,30,0,53,2024-12-30,6,2014-06-03,4.97,4.97,4.97,4.85,f,1,0
118,118,2014-03-25,100%,f,1,t,18.114881,Entire home/apt,2.0,5.0,"$2,000.00",20,5,20,0,0,2024-12-30,3,2023-07-16,5.0,5.0,5.0,4.67,f,1,0
119,119,2012-08-30,100%,t,2,t,18.07926,Private room,1.0,2.0,$390.00,1125,2,1125,0,0,2024-12-30,13,2014-08-29,4.82,4.73,4.92,4.87,f,0,0
120,120,2013-08-06,100%,t,3,t,18.10043,Entire home/apt,1.0,1.0,$630.00,45,3,1125,10,33,2024-12-30,36,2015-02-03,4.81,4.81,4.83,4.78,f,1,0
121,121,2014-03-26,0%,f,1,t,18.05927,Entire home/apt,1.0,2.0,"$1,900.00",1125,3,1125,0,0,2024-12-30,0,2017-05-28,4.94,4.88,4.91,4.77,f,1,0
122,122,2014-03-29,100%,t,1,t,18.09832,Entire home/apt,,2.0,,30,3,30,0,0,2024-12-30,19,2014-06-01,4.83,4.86,4.91,4.72,f,1,0
123,123,2014-03-31,,t,3,t,18.04627356224557,Private room,,,,10,3,10,0,0,2024-12-30,16,2014-04-29,4.8,4.62,4.96,4.76,f,0,0
124,124,2014-04-02,100%,t,1,t,18.08037,Entire home/apt,1.0,1.0,"$1,085.00",365,1,365,9,31,2024-12-30,15,2014-05-12,4.72,4.78,4.88,4.7,f,1,0
125,125,2014-04-04,100%,f,3,t,18.03471,Entire home/apt,,2.0,,20,3,20,0,0,2024-12-30,9,2014-06-23,4.93,4.87,4.96,4.85,f,1,0
126,126,2014-04-06,100%,f,1,t,17.966414450750715,Entire home/apt,2.0,6.0,"$3,129.00",365,3,365,27,80,2024-12-30,4,2023-07-23,4.64,4.09,4.55,4.27,f,1,0
127,127,2014-04-12,80%,f,2,t,18.08182,Entire home/apt,1.5,3.0,"$1,800.00",365,2,365,0,0,2024-12-30,8,2024-01-04,5.0,4.63,5.0,5.0,f,1,0
128,128,2014-04-21,,f,1,t,17.931291580200195,Entire home/apt,2.0,4.0,"$1,500.00",1125,6,1125,23,83,2024-12-30,2,2022-07-04,4.29,4.14,4.43,4.71,f,1,0
129,129,2014-04-22,100%,f,2,t,17.97923,Entire home/apt,,6.0,,60,5,60,0,0,2024-12-30,0,2014-07-06,4.2,3.2,4.8,4.8,f,1,0
130,130,2014-04-22,100%,t,3,t,18.05207,Entire home/apt,2.0,4.0,"$3,434.00",1125,5,1125,1,8,2024-12-30,10,2014-06-02,4.96,4.96,4.94,4.83,f,1,0
131,131,2013-09-18,,f,1,t,18.05435,Entire home/apt,1.0,1.0,$630.00,1125,30,1125,0,30,2024-12-30,2,2014-06-04,4.63,4.49,4.86,4.52,f,1,0
132,132,2011-06-08,100%,f,3,t,18.0841,Entire home/apt,,4.0,,1125,6,1125,0,0,2024-12-30,2,2015-07-12,5.0,5.0,5.0,4.88,f,1,0
133,133,2014-05-02,,f,2,t,18.06967,Private room,,,,24,7,24,0,0,2024-12-30,0,2014-09-08,4.6,4.9,4.4,4.7,f,0,0
134,134,2012-06-23,,f,1,t,18.04136,Entire home/apt,,1.0,,1125,5,1125,0,0,2024-12-30,0,2015-01-03,4.7,5.0,5.0,4.5,f,1,0
135,135,2013-08-12,100%,t,20,t,18.06252,Entire home/apt,1.0,2.0,"$2,616.00",60,3,1125,19,47,2024-12-30,26,2014-05-18,4.89,4.89,4.97,4.77,f,20,0
136,136,2014-05-09,,f,2,t,18.078541237043964,Entire home/apt,2.0,3.0,"$15,000.00",21,1,21,29,89,2024-12-30,0,,,,,,f,1,0
137,137,2012-12-02,100%,f,1,t,18.06417,Entire home/apt,1.5,3.0,"$4,000.00",1125,3,1125,4,41,2024-12-30,4,2014-06-02,4.85,4.9,4.94,4.71,f,1,0
138,138,2013-08-28,100%,f,4,t,18.00104,Private room,1.0,1.0,"$1,200.00",365,2,365,30,90,2024-12-30,3,2023-05-06,4.8,4.8,5.0,4.4,f,0,0
139,139,2014-05-13,,f,1,t,18.08396,Entire home/apt,,,,30,2,30,0,0,2024-12-30,1,2014-05-26,4.88,4.74,4.68,4.71,f,1,0
140,140,2013-06-07,100%,t,2,t,18.04366,Entire home/apt,1.5,3.0,"$3,450.00",30,6,30,0,8,2024-12-30,9,2014-07-26,5.0,4.95,4.98,4.91,f,1,0
141,141,2013-01-17,100%,t,2,t,18.01204,Private room,1.5,1.0,$550.00,7,2,7,16,76,2024-12-30,15,2014-06-03,4.89,4.81,4.94,4.86,f,0,0
142,142,2014-04-16,100%,f,1,t,18.07823,Entire home/apt,2.0,3.0,"$2,600.00",30,6,30,18,78,2024-12-30,1,2015-06-28,4.93,4.93,4.93,4.67,f,1,0
143,143,2013-08-25,50%,f,4,t,17.97565,Private room,2.0,1.0,$229.00,1125,30,1125,29,89,2024-12-30,0,2014-06-02,3.91,3.18,4.36,4.09,f,0,0
144,144,2013-10-02,,f,2,f,17.942,Private room,,2.0,,1125,1,1125,0,0,2024-12-30,0,2014-06-02,4.62,4.57,4.85,4.59,f,0,0
145,145,2014-05-23,100%,t,7,t,17.93222,Entire home/apt,2.5,5.0,"$3,900.00",20,7,20,0,0,2024-12-30,0,2015-07-15,5.0,5.0,5.0,5.0,f,1,0
146,146,2014-05-24,,f,1,t,18.07368,Entire home/apt,,2.0,,100,6,100,0,0,2024-12-30,5,2015-08-21,4.75,4.88,4.75,4.56,f,1,0
147,147,2014-05-24,75%,f,1,t,18.04892,Entire home/apt,1.0,3.0,"$3,500.00",12,3,12,23,83,2024-12-30,4,2018-06-03,4.86,4.57,4.93,4.64,f,1,0
148,148,2013-08-07,,f,1,t,18.03928,Entire home/apt,1.0,2.0,"$3,200.00",50,4,50,14,18,2024-12-30,1,2014-06-29,4.76,4.81,4.95,4.65,f,1,0
149,149,2013-07-22,,f,2,t,18.02867,Entire home/apt,,3.0,,1125,5,1125,0,0,2024-12-30,0,2014-07-16,4.6,4.4,4.8,5.0,f,1,0
