,Unnamed: 0,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
12,12,2024-12-30,2012-03-15,,,33%,f,1,1,t,f,59.25094,18.09676,Entire townhouse,Entire home/apt,6,,1.5 baths,4.0,,,8,45,8,8,45,45,t,0,0,0,0,2024-12-30,9,1,0,2015-07-06,2024-07-31,4.22,4.44,3.78,4.75,4.75,4.25,4.25,,f,1,1,0,0
19,19,2024-12-30,2012-06-16,a few days or more,0.0,50%,f,1,1,t,t,59.2783119,18.1181517,Entire villa,Entire home/apt,6,2.5,2.5 baths,3.0,3.0,2700.0,6,365,6,6,365,365,t,3,30,60,329,2024-12-30,4,2,0,2023-07-28,2024-08-14,5.0,5.0,5.0,5.0,5.0,5.0,4.75,,f,1,1,0,0
22,22,2024-12-30,2012-06-29,,,100%,f,1,1,t,t,59.31711,18.00519,Entire villa,Entire home/apt,6,2.0,2 baths,3.0,4.0,4245.0,4,20,4,4,20,20,t,0,2,2,36,2024-12-30,29,4,0,2013-08-06,2024-07-21,4.79,4.77,4.92,4.92,4.88,4.69,4.69,,f,1,1,0,0
32,32,2024-12-30,2012-11-13,within a day,100.0,86%,f,1,1,t,t,59.32142,17.99469,Entire home,Entire home/apt,6,1.0,1 bath,3.0,6.0,1700.0,5,1125,3,5,1125,1125,t,0,0,0,27,2024-12-30,28,6,0,2013-07-16,2024-08-08,4.96,4.93,5.0,4.89,4.93,4.64,4.86,,f,1,1,0,0
35,35,2024-12-30,2012-12-04,within an hour,100.0,75%,f,1,4,t,t,59.29788,17.98505,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,2.0,3.0,1843.0,3,30,3,3,30,30,t,0,6,9,9,2024-12-30,50,3,0,2013-03-26,2024-10-31,4.84,4.8,4.84,4.88,4.98,4.7,4.68,,f,1,1,0,0
36,36,2024-12-30,2012-12-11,within an hour,100.0,98%,t,3,5,t,t,59.33593,18.05542,Entire rental unit,Entire home/apt,6,1.0,1 bath,1.0,6.0,2626.0,1,7,1,1,7,7,t,25,42,63,274,2024-12-30,84,11,0,2016-03-13,2024-11-10,4.64,4.64,4.65,4.79,4.79,4.88,4.69,,t,3,3,0,0
48,48,2024-12-30,2013-04-07,within an hour,100.0,100%,t,2,3,t,t,59.27347,17.958,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,5.0,921.0,2,120,2,2,1125,1125,t,29,59,89,353,2024-12-30,219,29,1,2015-02-08,2024-12-09,4.83,4.89,4.86,4.97,4.98,4.72,4.72,,f,1,1,0,0
52,52,2024-12-30,2013-05-10,within an hour,100.0,100%,t,1,1,t,t,59.34453,18.08507,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,3.0,5.0,3300.0,6,1125,6,6,1125,1125,t,25,55,85,343,2024-12-30,170,12,0,2013-06-17,2024-11-02,4.87,4.85,4.66,4.98,4.97,4.89,4.71,,f,1,1,0,0
53,53,2024-12-30,2012-03-31,within an hour,100.0,100%,t,1,1,t,t,59.2932,17.95069,Entire home,Entire home/apt,9,1.5,1.5 baths,4.0,6.0,3683.0,3,1125,3,3,1125,1125,t,25,55,85,341,2024-12-30,113,9,0,2014-04-22,2024-08-31,4.97,4.97,4.94,4.99,4.97,4.67,4.89,,f,1,1,0,0
56,56,2024-12-30,2013-05-15,within a day,100.0,44%,f,3,3,t,t,59.28332,18.04978,Entire home,Entire home/apt,6,2.0,2 baths,4.0,4.0,1800.0,3,1125,3,3,1125,1125,t,26,56,86,352,2024-12-30,13,5,0,2013-07-28,2024-07-28,5.0,5.0,4.69,4.85,4.92,4.85,4.85,,f,2,1,1,0
59,59,2024-12-30,2013-05-16,a few days or more,25.0,0%,f,2,3,t,t,59.34001,18.02843,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,4.0,1572.0,28,64,28,28,64,64,t,28,58,88,363,2024-12-30,23,0,0,2013-07-26,2015-08-10,4.83,4.74,4.83,4.83,5.0,4.91,4.83,,f,2,1,1,0
61,61,2024-12-30,2013-05-06,within an hour,100.0,95%,f,1,1,t,t,59.28009,18.06047,Entire home,Entire home/apt,6,2.0,2 baths,3.0,3.0,3786.0,3,60,1,3,1125,1125,t,30,60,86,250,2024-12-30,101,10,1,2014-03-12,2024-12-10,4.75,4.78,4.48,4.85,4.96,4.83,4.59,,f,1,1,0,0
65,65,2024-12-30,2013-06-11,,,,f,1,1,t,f,59.31886,17.98479,Private room in villa,Private room,6,,,1.0,,,7,31,7,7,31,31,,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
70,70,2024-12-30,2013-06-25,within a day,83.0,0%,f,1,1,t,t,59.30438,17.96837,Entire townhouse,Entire home/apt,8,2.0,2 baths,4.0,6.0,2294.0,3,365,3,3,365,365,t,28,58,88,354,2024-12-30,25,0,0,2013-07-13,2019-12-28,4.64,4.68,4.36,4.83,4.92,4.67,4.54,,f,1,1,0,0
71,71,2024-12-30,2013-06-29,a few days or more,33.0,0%,f,2,2,t,t,59.31323,18.05996,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,3.0,2210.0,6,1125,6,6,1125,1125,t,25,55,85,85,2024-12-30,4,0,0,2013-07-25,2014-11-15,5.0,4.75,5.0,5.0,5.0,5.0,4.5,,f,1,1,0,0
75,75,2024-12-30,2012-12-09,within an hour,100.0,94%,t,2,2,t,t,59.28659,18.11973,Entire townhouse,Entire home/apt,7,1.0,1 bath,3.0,3.0,3300.0,3,100,3,3,1125,1125,t,3,9,11,208,2024-12-30,81,7,0,2013-11-19,2024-08-12,4.94,4.88,4.67,4.94,5.0,4.77,4.82,,f,1,1,0,0
79,79,2024-12-30,2013-08-13,,,40%,f,2,3,t,t,59.27477,17.8875,Entire townhouse,Entire home/apt,5,2.0,2 baths,3.0,3.0,1499.0,6,17,6,6,1125,1125,t,30,60,90,90,2024-12-30,14,1,0,2016-08-08,2024-08-12,4.71,4.86,4.31,5.0,4.93,4.79,4.71,,f,1,1,0,0
81,81,2024-12-30,2013-08-20,,,,f,1,1,t,t,59.2846,18.09112,Entire home,Entire home/apt,5,,1.5 baths,2.0,,,4,1125,4,4,1125,1125,t,0,0,0,0,2024-12-30,16,0,0,2014-06-02,2019-07-23,4.88,4.88,5.0,5.0,5.0,4.88,4.88,,t,1,1,0,0
83,83,2024-12-30,2012-02-13,,,80%,f,1,3,t,t,59.28507,18.07657,Entire villa,Entire home/apt,11,,2.5 baths,4.0,,,5,21,5,5,21,21,t,0,0,0,0,2024-12-30,24,3,0,2015-08-09,2024-07-24,4.96,4.75,4.92,5.0,5.0,4.79,4.88,,f,1,1,0,0
90,90,2024-12-30,2013-09-21,within a few hours,100.0,38%,f,3,3,t,t,59.31729,18.06978,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,4.0,4000.0,2,4,3,3,4,4,t,0,0,0,4,2024-12-30,10,2,0,2015-08-09,2024-06-03,5.0,5.0,5.0,4.9,5.0,4.9,5.0,,f,1,1,0,0
93,93,2024-12-30,2011-04-17,,,,f,1,2,t,t,59.27087,17.971,Entire home,Entire home/apt,7,2.0,2 baths,4.0,4.0,8000.0,7,60,7,7,60,60,t,23,53,83,263,2024-12-30,10,0,0,2014-07-19,2022-08-20,5.0,4.78,5.0,5.0,4.89,4.89,5.0,,f,1,1,0,0
95,95,2024-12-30,2013-11-22,,,,f,1,3,t,t,59.32446,17.93298,Entire home,Entire home/apt,7,,2 baths,4.0,,,3,1125,3,3,1125,1125,t,0,0,0,0,2024-12-30,2,0,0,2014-01-06,2015-08-15,5.0,4.5,4.0,5.0,5.0,5.0,4.5,,f,1,1,0,0
98,98,2024-12-30,2013-09-24,,,,f,1,1,t,t,59.31926,18.04005,Entire rental unit,Entire home/apt,5,,1.5 baths,4.0,,,4,90,4,4,90,90,t,0,0,0,0,2024-12-30,58,0,0,2014-06-11,2022-08-05,4.84,4.86,4.62,4.9,4.9,4.86,4.67,,f,1,1,0,0
103,103,2024-12-30,2012-12-20,within an hour,100.0,100%,t,2,2,t,t,59.26965,18.06399,Entire home,Entire home/apt,16,2.5,2.5 baths,6.0,10.0,3500.0,2,1125,2,2,1125,1125,t,25,55,75,272,2024-12-30,282,19,2,2014-07-16,2024-12-15,4.79,4.87,4.77,4.9,4.88,4.73,4.72,,f,2,2,0,0
107,107,2024-12-30,2013-06-10,,,,f,1,2,t,f,59.30026,17.93944,Entire rental unit,Entire home/apt,5,,1 bath,3.0,,,2,1125,2,2,1125,1125,t,0,0,0,0,2024-12-30,4,0,0,2014-04-23,2014-08-15,4.25,4.75,4.0,5.0,4.5,4.5,4.5,,f,1,1,0,0
110,110,2024-12-30,2014-02-18,,,100%,f,1,1,t,t,59.34293,18.05353,Entire rental unit,Entire home/apt,6,2.0,2 baths,3.0,4.0,4000.0,6,50,6,6,50,50,t,3,3,3,115,2024-12-30,15,3,0,2014-07-25,2024-08-04,5.0,5.0,4.93,5.0,5.0,4.93,5.0,,f,1,1,0,0
111,111,2024-12-30,2011-11-02,,,,f,1,1,t,t,59.33037567138672,18.064674377441406,Entire home,Entire home/apt,6,,3 baths,4.0,,,1,1125,1,1,1125,1125,t,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,f,1,1,0,0
115,115,2024-12-30,2011-08-03,within an hour,100.0,89%,t,3,23,t,t,59.26455,18.02296,Entire home,Entire home/apt,5,2.0,2 baths,3.0,5.0,1900.0,1,1125,1,1,1125,1125,t,25,25,25,25,2024-12-30,1,0,0,2015-07-05,2015-07-05,4.0,4.0,3.0,3.0,4.0,4.0,4.0,,f,3,1,1,1
118,118,2024-12-30,2014-03-25,within an hour,100.0,83%,f,1,1,t,t,59.27644189999999,18.114881,Entire home,Entire home/apt,6,2.0,2 baths,5.0,4.0,2000.0,5,20,5,5,20,20,t,0,0,0,120,2024-12-30,6,3,0,2023-07-16,2024-07-31,5.0,4.83,5.0,5.0,5.0,5.0,4.67,,f,1,1,0,0
125,125,2024-12-30,2014-04-04,within an hour,100.0,100%,f,1,3,t,t,59.31951,18.03471,Entire rental unit,Entire home/apt,5,,1.5 baths,2.0,,,3,20,3,3,20,20,t,0,0,0,0,2024-12-30,54,9,1,2014-06-23,2024-12-29,4.93,4.91,4.87,4.93,4.96,4.91,4.85,,f,1,1,0,0
126,126,2024-12-30,2014-04-06,within a day,100.0,73%,f,1,1,t,t,59.33831894360351,17.966414450750715,Entire villa,Entire home/apt,8,2.0,2 baths,6.0,6.0,3129.0,3,365,2,3,365,365,t,27,50,80,244,2024-12-30,11,4,0,2023-07-23,2024-11-25,4.64,4.36,4.09,5.0,4.55,4.82,4.27,,f,1,1,0,0
128,128,2024-12-30,2014-04-21,,,,f,1,1,t,t,59.32577896118164,17.931291580200195,Entire villa,Entire home/apt,6,2.0,2 baths,4.0,4.0,1500.0,6,1125,6,6,1125,1125,t,23,53,83,358,2024-12-30,7,2,0,2022-07-04,2024-05-20,4.29,5.0,4.14,4.29,4.43,4.71,4.71,,f,1,1,0,0
129,129,2024-12-30,2014-04-22,within a few hours,100.0,100%,f,2,2,t,t,59.27538,17.97923,Entire home,Entire home/apt,6,,3 baths,6.0,,,5,60,5,5,60,60,t,0,0,0,0,2024-12-30,5,0,0,2014-07-06,2015-08-08,4.2,4.4,3.2,5.0,4.8,4.4,4.8,,f,1,1,0,0
130,130,2024-12-30,2014-04-22,within a few hours,100.0,76%,t,3,3,t,t,59.33725,18.05207,Entire rental unit,Entire home/apt,6,2.0,2 baths,4.0,5.0,3434.0,2,1125,2,5,1125,1125,t,1,8,8,71,2024-12-30,81,10,0,2014-06-02,2024-07-14,4.96,4.93,4.96,4.99,4.94,4.99,4.83,,f,1,1,0,0
136,136,2024-12-30,2014-05-09,,,0%,f,2,2,t,t,59.33955430111881,18.078541237043964,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,3.0,15000.0,1,21,1,1,21,21,t,29,59,89,269,2024-12-30,0,0,0,,,,,,,,,,,f,1,1,0,0
140,140,2024-12-30,2013-06-07,within an hour,100.0,93%,t,2,2,t,t,59.34316,18.04366,Entire rental unit,Entire home/apt,5,1.5,1.5 baths,3.0,3.0,3450.0,4,30,4,6,30,30,t,0,6,8,27,2024-12-30,45,9,0,2014-07-26,2024-11-02,5.0,4.98,4.95,5.0,4.98,4.98,4.91,,f,1,1,0,0
142,142,2024-12-30,2014-04-16,within an hour,100.0,50%,f,1,1,t,t,59.26879,18.07823,Entire villa,Entire home/apt,5,2.0,2 baths,3.0,6.0,2600.0,6,30,6,6,30,30,t,18,48,78,258,2024-12-30,15,1,0,2015-06-28,2024-06-28,4.93,4.8,4.93,4.8,4.93,4.8,4.67,,f,1,1,0,0
145,145,2024-12-30,2014-05-23,within an hour,100.0,92%,t,4,7,t,t,59.32445,17.93222,Entire home,Entire home/apt,7,2.5,2.5 baths,5.0,6.0,3900.0,5,20,5,7,20,20,t,0,0,0,27,2024-12-30,12,0,0,2015-07-15,2023-08-06,5.0,4.92,5.0,5.0,5.0,4.83,5.0,,f,1,1,0,0
147,147,2024-12-30,2014-05-24,within a day,75.0,56%,f,1,1,t,t,59.31686,18.04892,Entire rental unit,Entire home/apt,5,1.0,1 bath,3.0,3.0,3500.0,3,12,3,3,12,12,t,23,53,83,263,2024-12-30,14,4,0,2018-06-03,2024-08-09,4.86,4.79,4.57,5.0,4.93,4.86,4.64,,f,1,1,0,0
151,151,2024-12-30,2014-06-09,within a day,100.0,56%,f,1,1,t,t,59.31687,18.03622,Entire rental unit,Entire home/apt,5,2.0,2 baths,4.0,6.0,3200.0,4,30,4,4,30,30,t,3,9,12,198,2024-12-30,13,8,1,2023-07-15,2024-12-27,5.0,5.0,4.92,5.0,5.0,4.92,5.0,,f,1,1,0,0
152,152,2024-12-30,2012-12-11,within an hour,100.0,98%,t,3,5,t,t,59.33595,18.05487,Entire rental unit,Entire home/apt,8,1.0,1 bath,1.0,8.0,3026.0,1,1125,1,1,7,7,t,0,0,0,146,2024-12-30,93,4,0,2014-10-16,2024-02-18,4.62,4.7,4.52,4.75,4.72,4.9,4.66,,t,3,3,0,0
157,157,2024-12-30,2014-06-17,within an hour,100.0,100%,f,1,1,t,t,59.33082,18.03923,Entire rental unit,Entire home/apt,5,2.0,2 baths,3.0,3.0,2500.0,6,730,6,6,730,730,t,7,7,7,7,2024-12-30,37,1,1,2014-07-11,2024-12-28,4.86,4.86,4.89,4.89,4.89,4.78,4.58,,f,1,1,0,0
159,159,2024-12-30,2014-06-23,,,33%,f,1,1,t,t,59.27285,17.96317,Entire home,Entire home/apt,11,2.0,2 baths,5.0,4.0,3500.0,5,1125,5,5,1125,1125,t,3,3,3,97,2024-12-30,10,1,0,2015-07-08,2024-07-20,5.0,5.0,4.9,5.0,4.9,4.9,4.9,,f,1,1,0,0
163,163,2024-12-30,2014-05-04,,,,f,1,3,t,t,59.30581,18.02852,Entire rental unit,Entire home/apt,5,,1 bath,3.0,,,4,14,4,4,14,14,t,0,0,0,0,2024-12-30,5,0,0,2014-08-12,2019-08-06,5.0,5.0,5.0,5.0,4.75,5.0,4.5,,t,1,1,0,0
164,164,2024-12-30,2014-06-29,,,,f,1,2,t,t,59.3455,18.05449,Entire rental unit,Entire home/apt,5,,1 bath,2.0,,,3,14,3,3,14,14,t,0,0,0,0,2024-12-30,11,0,0,2015-07-01,2023-09-15,4.73,4.55,4.64,4.82,5.0,4.82,4.64,,f,1,1,0,0
175,175,2024-12-30,2012-06-03,,,100%,f,1,1,t,t,59.31826,18.03141,Entire loft,Entire home/apt,8,1.5,1.5 baths,4.0,5.0,3999.0,8,60,8,8,60,60,t,4,12,15,89,2024-12-30,29,2,0,2015-01-03,2024-08-06,5.0,4.97,5.0,4.93,5.0,4.93,4.86,,f,1,1,0,0
179,179,2024-12-30,2014-08-19,a few days or more,0.0,0%,f,1,1,t,t,59.34229,18.03599,Entire loft,Entire home/apt,5,1.5,1.5 baths,3.0,3.0,4000.0,5,31,5,5,31,31,t,27,57,87,362,2024-12-30,0,0,0,,,,,,,,,,,f,1,1,0,0
183,183,2024-12-30,2014-08-31,,,92%,t,1,1,t,t,59.30272,18.0053,Entire condo,Entire home/apt,8,2.0,2 baths,3.0,5.0,2400.0,3,30,3,3,30,30,t,0,0,0,15,2024-12-30,94,8,0,2014-11-01,2024-08-15,4.72,4.77,4.76,4.88,4.81,4.73,4.65,,f,1,1,0,0
184,184,2024-12-30,2012-11-05,,,,f,1,1,t,t,59.30263,17.95194,Entire home,Entire home/apt,6,,2 baths,4.0,,,7,28,7,7,28,28,t,0,0,0,0,2024-12-30,17,0,0,2014-12-28,2023-07-24,4.71,4.94,4.82,4.94,5.0,5.0,4.71,,f,1,1,0,0
191,191,2024-12-30,2014-10-01,,,0%,f,1,1,t,t,59.2797,18.07888,Entire home,Entire home/apt,5,2.0,2 baths,4.0,5.0,2500.0,7,1125,7,7,1125,1125,t,23,53,83,83,2024-12-30,1,0,0,2016-07-30,2016-07-30,3.0,3.0,3.0,5.0,5.0,5.0,3.0,,f,1,1,0,0
195,195,2024-12-30,2014-10-15,within a few hours,100.0,85%,f,2,2,t,t,59.32913,17.97592,Entire home,Entire home/apt,8,3.0,3 baths,5.0,6.0,4500.0,4,1125,4,4,1125,1125,t,6,6,6,50,2024-12-30,50,4,0,2015-08-14,2024-08-05,4.92,4.88,4.88,4.94,4.98,4.9,4.9,,f,1,1,0,0
198,198,2024-12-30,2014-09-25,a few days or more,0.0,50%,f,1,1,t,t,59.33872,18.06916,Entire condo,Entire home/apt,6,,2 baths,3.0,,,4,10,4,4,10,10,t,3,3,3,3,2024-12-30,14,3,0,2015-07-11,2024-07-22,4.79,4.93,4.86,4.57,4.79,5.0,4.64,,f,1,1,0,0
202,202,2024-12-30,2013-12-22,within an hour,100.0,69%,f,3,4,t,t,59.35263,18.08682,Entire condo,Entire home/apt,7,2.0,2 baths,4.0,5.0,3058.0,5,1125,5,5,1125,1125,t,6,36,66,341,2024-12-30,68,3,0,2015-01-06,2024-08-13,4.72,4.76,4.72,4.85,4.89,4.55,4.78,,f,1,1,0,0
208,208,2024-12-30,2014-12-07,,,,f,1,1,t,t,59.307,18.09623,Entire rental unit,Entire home/apt,7,,2 baths,4.0,,,1,1000,1,3,1000,1000,t,0,0,0,0,2024-12-30,66,0,0,2015-03-10,2018-11-03,4.91,4.91,4.92,4.97,4.95,4.92,4.83,,f,1,1,0,0
209,209,2024-12-30,2014-12-12,within an hour,100.0,100%,f,2,2,t,t,59.31982,18.03371,Entire condo,Entire home/apt,5,,1 bath,2.0,,,7,30,7,7,30,30,t,4,4,4,4,2024-12-30,12,3,0,2022-07-22,2024-08-10,4.83,4.92,4.92,4.92,5.0,4.92,4.83,,f,1,1,0,0
217,217,2024-12-30,2015-01-24,,,70%,f,1,1,t,t,59.27164,18.0876,Entire home,Entire home/apt,7,2.0,2 baths,3.0,5.0,5057.0,3,14,3,3,14,14,t,26,56,86,361,2024-12-30,13,5,0,2019-06-30,2024-08-02,4.92,5.0,4.85,4.92,5.0,4.85,4.77,,f,1,1,0,0
219,219,2024-12-30,2013-08-12,,,100%,f,2,3,t,t,59.29211,17.9223,Entire home,Entire home/apt,5,2.5,2.5 baths,4.0,4.0,2150.0,5,28,5,5,1125,1125,t,0,0,0,30,2024-12-30,9,3,0,2017-06-25,2024-08-19,4.89,4.89,4.89,4.89,5.0,4.33,5.0,,f,1,1,0,0
220,220,2024-12-30,2014-05-30,within an hour,100.0,60%,f,2,2,t,t,59.37677,17.79983,Entire townhouse,Entire home/apt,8,2.0,2 baths,4.0,5.0,1200.0,2,21,2,2,21,21,t,0,0,0,0,2024-12-30,36,0,0,2015-04-06,2022-01-02,4.94,4.92,4.97,4.86,5.0,4.86,4.92,,f,1,1,0,0
225,225,2024-12-30,2015-02-15,,,80%,f,1,1,t,t,59.27917,18.11881,Entire townhouse,Entire home/apt,6,2.0,2 baths,4.0,4.0,2000.0,5,1125,5,5,1125,1125,t,0,0,0,212,2024-12-30,22,3,0,2015-06-11,2024-07-24,4.86,4.95,4.82,4.95,5.0,4.71,4.76,,f,1,1,0,0
227,227,2024-12-30,2013-08-23,within a day,100.0,100%,f,2,2,t,t,59.30385,17.96736,Entire home,Entire home/apt,10,,3.5 baths,5.0,,,4,1125,4,4,1125,1125,t,0,0,0,0,2024-12-30,6,0,0,2015-07-11,2018-04-16,4.83,4.83,4.33,5.0,5.0,4.67,4.67,,f,2,2,0,0
228,228,2024-12-30,2015-02-28,within an hour,100.0,50%,f,1,1,t,t,59.31723,18.03132,Entire rental unit,Entire home/apt,8,3.0,3 baths,3.0,6.0,2999.0,5,30,6,6,30,30,t,1,1,1,82,2024-12-30,17,2,0,2015-04-11,2024-08-07,4.82,4.76,4.59,5.0,5.0,4.94,4.71,,f,1,1,0,0
231,231,2024-12-30,2012-05-03,,,50%,f,2,3,t,t,59.30732,18.06689,Entire rental unit,Entire home/apt,5,,2 baths,4.0,,,10,730,10,10,730,730,t,0,0,0,0,2024-12-30,6,1,0,2015-08-16,2024-08-14,5.0,5.0,5.0,5.0,5.0,5.0,4.8,,f,1,1,0,0
235,235,2024-12-30,2015-03-16,,,57%,f,1,1,t,t,59.31803894042969,18.02950096130371,Entire condo,Entire home/apt,5,,1.5 baths,4.0,,,3,14,3,3,14,14,t,0,0,0,0,2024-12-30,15,6,0,2015-06-29,2024-08-03,4.93,5.0,5.0,4.93,5.0,4.87,4.8,,f,1,1,0,0
236,236,2024-12-30,2015-03-17,,,,f,1,1,t,t,59.31605,18.03633,Entire rental unit,Entire home/apt,5,,1 bath,2.0,,,4,60,4,4,60,60,t,0,0,0,0,2024-12-30,11,0,0,2015-06-07,2018-07-09,4.91,4.82,4.82,4.91,5.0,5.0,4.91,,f,1,1,0,0
239,239,2024-12-30,2012-03-23,,,0%,f,1,3,t,t,59.28084,17.88999,Entire home,Entire home/apt,7,2.0,2 baths,4.0,4.0,2294.0,3,60,3,3,60,60,t,29,59,89,179,2024-12-30,18,0,0,2015-05-02,2023-08-11,4.5,4.83,4.61,4.83,4.89,4.28,4.56,,f,1,1,0,0
242,242,2024-12-30,2013-06-26,within a day,100.0,21%,f,2,3,t,t,59.27554,17.98705,Entire villa,Entire home/apt,5,1.5,1.5 baths,2.0,2.0,1778.0,2,1125,2,2,1125,1125,t,29,59,89,179,2024-12-30,42,3,0,2015-06-30,2024-07-31,4.86,4.9,4.71,4.9,4.93,4.71,4.67,,f,2,2,0,0
243,243,2024-12-30,2015-01-16,within an hour,100.0,97%,t,1,2,t,t,59.34068,17.98085,Entire villa,Entire home/apt,6,3.0,3 baths,4.0,4.0,3500.0,4,30,4,4,1125,1125,t,0,0,0,34,2024-12-30,37,15,0,2022-07-02,2024-09-08,5.0,4.92,4.92,4.97,5.0,4.86,4.84,,t,1,1,0,0
260,260,2024-12-30,2015-04-23,within a day,100.0,92%,t,8,18,t,t,59.32401,18.07244,Entire rental unit,Entire home/apt,8,2.0,2 baths,4.0,5.0,9450.0,2,1125,2,2,1125,1125,t,18,42,70,277,2024-12-30,101,30,2,2015-06-15,2024-12-20,4.94,4.92,4.98,4.88,4.94,4.98,4.74,,f,8,8,0,0
262,262,2024-12-30,2015-03-26,,,,f,1,1,t,t,59.38401,17.88054,Entire home,Entire home/apt,6,,2 baths,4.0,,,3,30,3,3,30,30,t,0,0,0,0,2024-12-30,1,0,0,2015-07-29,2015-07-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0
263,263,2024-12-30,2015-03-27,within a day,50.0,19%,f,2,2,t,f,59.30199,18.03596,Entire rental unit,Entire home/apt,6,2.0,2 baths,4.0,4.0,1400.0,7,30,7,7,30,30,t,24,47,77,77,2024-12-30,42,4,0,2015-07-30,2024-08-04,4.95,4.95,4.9,4.88,4.88,4.69,4.86,,f,1,1,0,0
264,264,2024-12-30,2015-04-28,within a day,100.0,0%,f,1,1,t,t,59.36636,17.82318,Entire home,Entire home/apt,8,2.0,2 baths,5.0,7.0,3141.0,4,1125,4,4,1125,1125,t,27,57,87,177,2024-12-30,87,0,0,2016-03-30,2023-08-22,4.95,4.86,4.7,5.0,5.0,4.79,4.85,,f,1,1,0,0
267,267,2024-12-30,2015-05-01,,,,f,1,1,t,t,59.38458,17.81974,Entire home,Entire home/apt,7,,3 baths,4.0,,,2,28,2,2,28,28,t,0,0,0,0,2024-12-30,23,0,0,2015-07-06,2020-01-06,4.74,4.83,4.61,4.96,4.86,4.61,4.57,,f,1,1,0,0
268,268,2024-12-30,2014-08-30,,,100%,f,1,2,t,t,59.32131,17.98745,Entire loft,Entire home/apt,5,1.5,1.5 baths,2.0,7.0,1606.0,3,100,3,3,100,100,t,0,0,0,0,2024-12-30,84,0,0,2015-08-17,2023-07-31,4.83,4.87,4.79,4.96,4.98,4.83,4.77,,f,1,1,0,0
271,271,2024-12-30,2015-05-03,,,0%,f,1,2,t,t,59.30582,18.0035,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,4.0,2100.0,4,14,4,4,14,14,t,28,58,88,88,2024-12-30,11,0,0,2015-07-05,2018-07-27,4.91,4.73,5.0,4.73,5.0,4.91,5.0,,f,1,1,0,0
275,275,2024-12-30,2015-05-07,within a day,100.0,29%,f,1,6,t,t,59.27544,18.14469,Entire townhouse,Entire home/apt,5,0.5,Half-bath,1.0,3.0,1000.0,6,1125,6,6,1125,1125,t,9,9,9,256,2024-12-30,28,3,0,2015-07-22,2024-08-22,4.46,4.48,3.89,5.0,4.7,4.78,4.48,,f,1,1,0,0
276,276,2024-12-30,2015-02-03,within a few hours,100.0,73%,t,3,5,t,t,59.3253,17.92965,Entire home,Entire home/apt,7,2.5,2.5 baths,5.0,7.0,3862.0,3,1125,3,3,1125,1125,t,1,7,10,221,2024-12-30,52,5,0,2015-06-12,2024-08-18,4.9,4.9,4.54,4.98,4.9,4.92,4.82,,f,1,1,0,0
282,282,2024-12-30,2015-05-13,,,,f,2,3,t,t,59.314,18.05088,Entire rental unit,Entire home/apt,6,,1 bath,2.0,,,2,1125,2,2,1125,1125,t,0,0,0,0,2024-12-30,28,0,0,2015-07-13,2018-03-19,4.46,4.29,4.71,4.61,4.96,4.79,4.46,,f,2,2,0,0
283,283,2024-12-30,2015-05-03,,,100%,f,1,1,t,t,59.28467,18.10566,Entire home,Entire home/apt,10,2.5,2.5 baths,5.0,6.0,3750.0,1,25,1,3,1125,1125,t,0,0,3,49,2024-12-30,29,4,0,2017-01-02,2024-07-28,4.86,4.83,4.41,4.93,5.0,4.86,4.66,,f,1,1,0,0
285,285,2024-12-30,2015-04-03,,,86%,f,1,1,t,t,59.34862,17.91045,Entire villa,Entire home/apt,7,,2 baths,4.0,,,3,1125,3,3,1125,1125,t,0,0,0,0,2024-12-30,21,5,0,2015-07-28,2024-08-12,4.67,4.81,4.52,5.0,4.81,4.67,4.62,,f,1,1,0,0
